pattern|total_frequency |label|label_frequency|
u.u.u.u.u.u.|199|Botnet-ICMP|199|
.u.u.u.u.u.u|199|Botnet-ICMP|199|
U.u.u.u.u.u.|110|Botnet-ICMP|110|
.U.u.u.u.u.u|109|Botnet-ICMP|109|
u.u.u.u.u.U.|98|Botnet-ICMP|98|
.u.u.u.u.u.U|98|Botnet-ICMP|98|
u.u.u.u.U.U.|85|Botnet-ICMP|83|
u.u.u.u.U.U.|85|Normal-UDP-DNS|2|
.u.u.u.u.U.U|85|Botnet-ICMP|83|
.u.u.u.u.U.U|85|Normal-UDP-DNS|2|
U.U.u.u.u.u.|84|Botnet-ICMP|84|
.U.U.u.u.u.u|84|Botnet-ICMP|84|
u.U.U.u.u.u.|83|Botnet-ICMP|83|
.u.U.U.u.u.u|83|Botnet-ICMP|83|
u.U.u.u.u.u.|76|Botnet-ICMP|75|
u.U.u.u.u.u.|76|Normal-UDP-DNS|1|
.u.U.u.u.u.u|76|Botnet-ICMP|75|
.u.U.u.u.u.u|76|Normal-UDP-DNS|1|
u.u.U.U.u.u.|75|Botnet-ICMP|75|
.u.u.U.U.u.u|75|Botnet-ICMP|75|
u.u.u.u.U.u.|74|Botnet-ICMP|74|
u.u.u.U.U.u.|73|Botnet-ICMP|73|
.u.u.u.u.U.u|73|Botnet-ICMP|73|
.u.u.u.U.U.u|73|Botnet-ICMP|73|
u.u.U.u.u.u.|71|Botnet-ICMP|71|
.u.u.U.u.u.u|71|Botnet-ICMP|71|
u.u.u.U.u.u.|70|Botnet-ICMP|70|
.u.u.u.U.u.u|70|Botnet-ICMP|70|
h,h,h,h,h,h,|61|Botnet-TCP-HTTP-CC-Custom-Encryption|28|
h,h,h,h,h,h,|61|Normal-Jist|33|
,h,h,h,h,h,h|61|Botnet-TCP-HTTP-CC-Custom-Encryption|28|
,h,h,h,h,h,h|61|Normal-Jist|33|
u.u.u.U.U.U.|59|Botnet-ICMP|58|
u.u.u.U.U.U.|59|Normal-UDP-DNS|1|
.u.u.u.U.U.U|59|Botnet-ICMP|58|
.u.u.u.U.U.U|59|Normal-UDP-DNS|1|
U.U.U.u.u.u.|54|Botnet-ICMP|54|
.U.U.U.u.u.u|54|Botnet-ICMP|54|
u.u.U.U.U.u.|53|Botnet-ICMP|53|
.u.u.U.U.U.u|53|Botnet-ICMP|53|
u.u.u.u.D.u.|49|Botnet-ICMP|49|
i0i0i0i0i0i0|49|Botnet-TCP-IRC-CC-Not-Encrypted|49|
U.U.u.u.u.U.|49|Botnet-ICMP|49|
0i0i0i0i0i0i|49|Botnet-TCP-IRC-CC-Not-Encrypted|49|
.u.u.u.u.D.u|49|Botnet-ICMP|49|
.U.U.u.u.u.U|49|Botnet-ICMP|49|
u.u.u.D.u.u.|46|Botnet-ICMP|46|
U.u.u.u.u.U.|46|Botnet-ICMP|45|
U.u.u.u.u.U.|46|Normal-UDP-DNS|1|
.u.u.u.D.u.u|46|Botnet-ICMP|46|
.U.u.u.u.u.U|46|Botnet-ICMP|45|
.U.u.u.u.u.U|46|Normal-UDP-DNS|1|
u.u.U.U.U.U.|45|Botnet-ICMP|44|
u.u.U.U.U.U.|45|Normal-UDP-DNS|1|
U.u.U.u.u.u.|45|Botnet-ICMP|44|
U.u.U.u.u.u.|45|Normal-UDP-DNS|1|
U.u.U.U.u.u.|45|Botnet-ICMP|45|
U.U.U.U.u.u.|45|Botnet-ICMP|45|
.u.u.U.U.U.U|45|Botnet-ICMP|44|
.u.u.U.U.U.U|45|Normal-UDP-DNS|1|
.U.u.U.u.u.u|45|Botnet-ICMP|44|
.U.u.U.u.u.u|45|Normal-UDP-DNS|1|
.U.u.U.U.u.u|45|Botnet-ICMP|45|
.U.U.U.U.u.u|45|Botnet-ICMP|45|
r.r.r.r.r.r.|44|Botnet-UDP-Attempt|21|
r.r.r.r.r.r.|44|Normal-Grill|15|
r.r.r.r.r.r.|44|Normal-Stribrek|1|
r.r.r.r.r.r.|44|Normal-UDP-DNS|7|
U.u.u.u.U.U.|44|Botnet-ICMP|44|
U.u.u.U.U.u.|44|Botnet-ICMP|43|
U.u.u.U.U.u.|44|Normal-UDP-DNS|1|
D.u.u.u.u.u.|44|Botnet-ICMP|44|
.U.u.u.u.U.U|44|Botnet-ICMP|44|
.U.u.u.U.U.u|44|Botnet-ICMP|43|
.U.u.u.U.U.u|44|Normal-UDP-DNS|1|
.D.u.u.u.u.u|44|Botnet-ICMP|44|
u.u.u.u.u.D.|43|Botnet-ICMP|43|
u.u.U.u.u.U.|43|Botnet-ICMP|43|
.u.u.u.u.u.D|43|Botnet-ICMP|43|
.u.u.U.u.u.U|43|Botnet-ICMP|43|
.r.r.r.r.r.r|43|Botnet-UDP-Attempt|22|
.r.r.r.r.r.r|43|Normal-Grill|13|
.r.r.r.r.r.r|43|Normal-Stribrek|1|
.r.r.r.r.r.r|43|Normal-UDP-DNS|7|
U.u.u.U.u.u.|41|Botnet-ICMP|41|
U.U.u.u.U.U.|41|Botnet-ICMP|40|
U.U.u.u.U.U.|41|Normal-UDP-DNS|1|
.u.u.u.U.u.U|41|Botnet-ICMP|41|
.U.u.u.U.u.u|41|Botnet-ICMP|41|
.U.U.u.u.U.U|41|Botnet-ICMP|40|
.U.U.u.u.U.U|41|Normal-UDP-DNS|1|
u.u.u.U.u.U.|40|Botnet-ICMP|40|
u.u.D.u.u.u.|40|Botnet-ICMP|39|
u.u.D.u.u.u.|40|Normal-UDP-DNS|1|
u.U.U.U.u.u.|40|Botnet-ICMP|40|
.u.u.D.u.u.u|40|Botnet-ICMP|39|
.u.u.D.u.u.u|40|Normal-UDP-DNS|1|
.u.U.U.U.u.u|40|Botnet-ICMP|40|
