pattern|total_frequency |label|label_frequency|
.u.u.u.|1106|Botnet-ICMP|1096|
.u.u.u.|1106|Normal-UDP-DNS|10|
u.u.u.u|635|Botnet-ICMP|632|
u.u.u.u|635|Normal-UDP-DNS|3|
.u.u.U.|551|Botnet-ICMP|544|
.u.u.U.|551|Normal-UDP-DNS|7|
.U.u.u.|543|Botnet-ICMP|539|
.U.u.u.|543|Normal-UDP-DNS|4|
.U.U.u.|467|Botnet-ICMP|461|
.U.U.u.|467|Normal-UDP-DNS|6|
.u.U.U.|453|Botnet-ICMP|441|
.u.U.U.|453|Normal-UDP-DNS|12|
.u.U.u.|433|Botnet-ICMP|428|
.u.U.u.|433|Normal-UDP-DNS|5|
.U.U.U.|417|Botnet-ICMP|384|
.U.U.U.|417|Normal-UDP-DNS|33|
U.u.u.u|312|Botnet-ICMP|311|
U.u.u.u|312|Normal-UDP-DNS|1|
u.u.u.U|306|Botnet-ICMP|301|
u.u.u.U|306|Normal-UDP-DNS|5|
.U.u.U.|293|Botnet-ICMP|287|
.U.u.U.|293|Normal-UDP-DNS|6|
u.u.U.U|265|Botnet-ICMP|261|
u.u.U.U|265|Normal-UDP-DNS|4|
U.U.u.u|259|Botnet-ICMP|257|
U.U.u.u|259|Normal-UDP-DNS|2|
u.u.U.u|239|Botnet-ICMP|238|
u.u.U.u|239|Normal-UDP-DNS|1|
u.U.u.u|236|Botnet-ICMP|234|
u.U.u.u|236|Normal-UDP-DNS|2|
u.U.U.u|236|Botnet-ICMP|234|
u.U.U.u|236|Normal-UDP-DNS|2|
.u.D.u.|214|Botnet-ICMP|212|
.u.D.u.|214|Normal-UDP-DNS|2|
.u.u.D.|212|Botnet-ICMP|211|
.u.u.D.|212|Normal-UDP-DNS|1|
.D.u.u.|210|Botnet-ICMP|208|
.D.u.u.|210|Normal-UDP-DNS|2|
U.U.U.U|191|Botnet-ICMP|171|
U.U.U.U|191|Normal-UDP-DNS|20|
u.U.U.U|172|Botnet-ICMP|168|
u.U.U.U|172|Normal-UDP-DNS|4|
U.U.U.u|172|Botnet-ICMP|170|
U.U.U.u|172|Normal-UDP-DNS|2|
U.u.u.U|171|Botnet-ICMP|170|
U.u.u.U|171|Normal-UDP-DNS|1|
U.U.u.U|137|Botnet-ICMP|135|
U.U.u.U|137|Normal-UDP-DNS|2|
.r.r.r.|137|Botnet-UDP-Attempt|71|
.r.r.r.|137|Normal-Grill|26|
.r.r.r.|137|Normal-Stribrek|4|
.r.r.r.|137|Normal-UDP-DNS|36|
U.u.U.U|135|Botnet-ICMP|132|
U.u.U.U|135|Normal-UDP-DNS|3|
U.u.U.u|130|Botnet-ICMP|129|
U.u.U.u|130|Normal-UDP-DNS|1|
u.U.u.U|128|Botnet-ICMP|127|
u.U.u.U|128|Normal-UDP-DNS|1|
.S.S.S.|125|Botnet-TCP-HTTP-Persistent-Down|125|
u.u.u.D|124|Botnet-ICMP|124|
u.u.D.u|124|Botnet-ICMP|123|
u.u.D.u|124|Normal-UDP-DNS|1|
D.u.u.u|124|Botnet-ICMP|122|
D.u.u.u|124|Normal-UDP-DNS|2|
u.D.u.u|123|Botnet-ICMP|122|
u.D.u.u|123|Normal-UDP-DNS|1|
.U.u.D.|117|Botnet-ICMP|116|
.U.u.D.|117|Normal-UDP-DNS|1|
.u.D.U.|103|Botnet-ICMP|102|
.u.D.U.|103|Normal-UDP-DNS|1|
.D.U.U.|98|Botnet-ICMP|93|
.D.U.U.|98|Normal-UDP-DNS|5|
r.r.r.r|96|Botnet-UDP-Attempt|49|
r.r.r.r|96|Normal-Grill|24|
r.r.r.r|96|Normal-Stribrek|3|
r.r.r.r|96|Normal-UDP-DNS|20|
.D.u.U.|95|Botnet-ICMP|94|
.D.u.U.|95|Normal-UDP-DNS|1|
.R.R.R.|87|Botnet-UDP-Attempt|16|
.R.R.R.|87|Normal-UDP-DNS|71|
.U.D.u.|85|Botnet-ICMP|84|
.U.D.u.|85|Normal-UDP-DNS|1|
.U.U.D.|82|Botnet-ICMP|81|
.U.U.D.|82|Normal-UDP-DNS|1|
.D.U.u.|74|Botnet-ICMP|74|
.S.S.s.|72|Botnet-TCP-HTTP-Persistent-Down|71|
.S.S.s.|72|Botnet-TCP-SMTP-Attempt-SPAM|1|
.u.U.D.|67|Botnet-ICMP|67|
U.u.D.u|66|Botnet-ICMP|65|
U.u.D.u|66|Normal-UDP-DNS|1|
.s.S.S.|65|Botnet-TCP-HTTP-Persistent-Down|65|
.u.d.u.|63|Botnet-ICMP|63|
S.S.S.S|61|Botnet-TCP-HTTP-Persistent-Down|61|
u.D.u.U|59|Botnet-ICMP|59|
.S.s.S.|59|Botnet-TCP-HTTP-Persistent-Down|59|
.d.u.u.|58|Botnet-ICMP|58|
U.U.u.D|57|Botnet-ICMP|57|
D.u.u.U|57|Botnet-ICMP|57|
0i0i0i0|57|Botnet-TCP-IRC-CC-Not-Encrypted|55|
0i0i0i0|57|Botnet-UDP-Established|1|
0i0i0i0|57|Normal-TCP-Jabber|1|
.U.D.U.|56|Botnet-ICMP|56|
u.U.u.D|55|Botnet-ICMP|55|
u.u.D.U|54|Botnet-ICMP|54|
u.D.U.U|54|Botnet-ICMP|53|
u.D.U.U|54|Normal-UDP-DNS|1|
U.D.u.u|54|Botnet-ICMP|54|
i0i0i0i|53|Botnet-TCP-IRC-CC-Not-Encrypted|53|
U.u.u.D|53|Botnet-ICMP|53|
.u.u.d.|52|Botnet-ICMP|52|
.u.D.D.|52|Botnet-ICMP|52|
.s.s.s.|51|Botnet-TCP-HTTP-Persistent-Down|51|
.D.D.u.|51|Botnet-ICMP|51|
D.U.U.u|50|Botnet-ICMP|49|
D.U.U.u|50|Normal-UDP-DNS|1|
.S.s.s.|50|Botnet-TCP-HTTP-Persistent-Down|50|
.R.R.r.|50|Botnet-UDP-Attempt|16|
.R.R.r.|50|Normal-UDP-DNS|34|
.r.R.R.|49|Botnet-UDP-Attempt|14|
.r.R.R.|49|Normal-UDP-DNS|35|
U.U.D.u|47|Botnet-ICMP|46|
U.U.D.u|47|Normal-UDP-DNS|1|
D.u.U.u|47|Botnet-ICMP|46|
D.u.U.u|47|Normal-UDP-DNS|1|
.s.s.S.|47|Botnet-TCP-HTTP-Persistent-Down|47|
R.R.R.R|44|Botnet-UDP-Attempt|10|
R.R.R.R|44|Normal-UDP-DNS|34|
+f+f+f+|44|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|44|
0000000|43|Botnet-TCP-CC-Custom-Encryption|6|
0000000|43|Normal-UDP-Matlab-server|37|
.z.z.z.|43|Botnet-ICMP|43|
u.D.U.u|42|Botnet-ICMP|42|
D.U.u.u|42|Botnet-ICMP|42|
,h,h,h,|42|Botnet-TCP-HTTP-CC-Custom-Encryption|33|
,h,h,h,|42|Botnet-TCP-CC-Not-Encrypted|9|
u.u.U.D|41|Botnet-ICMP|41|
.D.u.D.|41|Botnet-ICMP|41|
u.u.u.d|40|Botnet-ICMP|40|
u.d.u.u|40|Botnet-ICMP|40|
D.u.U.U|40|Botnet-ICMP|40|
.r.r.R.|40|Botnet-UDP-Attempt|25|
.r.r.R.|40|Normal-UDP-DNS|15|
.R.r.r.|40|Botnet-UDP-Attempt|26|
.R.r.r.|40|Normal-UDP-DNS|14|
f+f+f+f|39|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|39|
s.S.S.S|38|Botnet-TCP-HTTP-Persistent-Down|38|
S.S.S.s|38|Botnet-TCP-HTTP-Persistent-Down|38|
.s.S.s.|38|Botnet-TCP-HTTP-Persistent-Down|38|
u.U.U.D|36|Botnet-ICMP|36|
u.U.D.u|35|Botnet-ICMP|35|
U.U.U.D|35|Botnet-ICMP|35|
h,h,h,h|34|Botnet-TCP-HTTP-CC-Custom-Encryption|30|
h,h,h,h|34|Botnet-TCP-CC-Not-Encrypted|4|
S.S.s.S|34|Botnet-TCP-HTTP-Persistent-Down|34|
D.U.U.U|34|Botnet-ICMP|34|
U.u.D.U|33|Botnet-ICMP|32|
U.u.D.U|33|Normal-UDP-DNS|1|
u.u.d.u|32|Botnet-ICMP|32|
S.s.S.S|32|Botnet-TCP-HTTP-Persistent-Down|32|
u.D.D.u|31|Botnet-ICMP|31|
d.u.u.u|31|Botnet-ICMP|31|
.Z.z.z.|31|Botnet-ICMP|31|
.Z.Z.z.|30|Botnet-ICMP|30|
U.D.U.U|29|Botnet-ICMP|29|
.z.z.Z.|29|Botnet-ICMP|29|
.r.R.r.|29|Botnet-UDP-Attempt|17|
.r.R.r.|29|Normal-UDP-DNS|12|
.U.u.d.|29|Botnet-ICMP|29|
.R.r.R.|29|Botnet-UDP-Attempt|6|
.R.r.R.|29|Normal-UDP-DNS|23|
D.D.u.u|28|Botnet-ICMP|28|
.R.U.R.|28|Normal-UDP-DNS|28|
u.u.D.D|27|Botnet-ICMP|27|
.z.Z.Z.|27|Botnet-ICMP|27|
U.U.D.U|26|Botnet-ICMP|26|
.d.u.U.|26|Botnet-ICMP|25|
.d.u.U.|26|Normal-UDP-DNS|1|
u.U.D.U|25|Botnet-ICMP|25|
U.D.U.u|25|Botnet-ICMP|25|
S.S.s.s|25|Botnet-TCP-HTTP-Persistent-Down|25|
D.u.u.D|25|Botnet-ICMP|25|
.r.A.r.|25|Botnet-UDP-Attempt|11|
.r.A.r.|25|Normal-Grill|1|
.r.A.r.|25|Normal-UDP-DNS|13|
R.R.r.r|24|Botnet-UDP-Attempt|15|
R.R.r.r|24|Normal-UDP-DNS|9|
.Z.Z.Z.|24|Botnet-ICMP|24|
.U.R.U.|24|Normal-UDP-DNS|24|
.U.R.R.|24|Normal-UDP-DNS|24|
u.D.u.D|23|Botnet-ICMP|23|
r.r.R.R|23|Botnet-UDP-Attempt|14|
r.r.R.R|23|Normal-UDP-DNS|9|
R.r.r.r|23|Botnet-UDP-Attempt|16|
R.r.r.r|23|Normal-Grill|2|
R.r.r.r|23|Normal-UDP-DNS|5|
D.U.u.U|23|Botnet-ICMP|23|
s.s.s.s|22|Botnet-TCP-HTTP-Persistent-Down|22|
r.R.R.R|22|Botnet-UDP-Attempt|5|
r.R.R.R|22|Normal-UDP-DNS|17|
.d.U.U.|21|Botnet-ICMP|21|
.A.R.R.|21|Botnet-UDP-Attempt|9|
.A.R.R.|21|Normal-UDP-DNS|12|
s.S.S.s|20|Botnet-TCP-HTTP-Persistent-Down|20|
r.r.r.R|20|Botnet-UDP-Attempt|14|
r.r.r.R|20|Normal-Grill|1|
r.r.r.R|20|Normal-UDP-DNS|5|
.z.Z.z.|20|Botnet-ICMP|20|
.r.r.A.|20|Botnet-UDP-Attempt|11|
.r.r.A.|20|Normal-UDP-DNS|9|
.D.D.D.|20|Botnet-ICMP|20|
.A.r.r.|20|Botnet-UDP-Attempt|11|
.A.r.r.|20|Normal-UDP-DNS|9|
,y,y,y,|20|Botnet-TCP-HTTP-CC-Custom-Encryption|14|
,y,y,y,|20|Botnet-TCP-CC-Not-Encrypted|1|
,y,y,y,|20|Botnet-TCP-HTTPS-Established-Microsoft|2|
,y,y,y,|20|Botnet-TCP-HTTP-Established-SSL|3|
+i+i+i+|20|Botnet-TCP-HTTP-CC-Plain-Encrypted-Data|20|
z.z.z.z|19|Botnet-ICMP|19|
s.s.S.S|19|Botnet-TCP-HTTP-Persistent-Down|19|
S.s.s.S|19|Botnet-TCP-HTTP-Persistent-Down|19|
D.u.D.u|19|Botnet-ICMP|19|
.u.R.R.|19|Normal-UDP-DNS|19|
.R.R.A.|19|Botnet-UDP-Attempt|4|
.R.R.A.|19|Normal-UDP-DNS|15|
