pattern|total_frequency |label|label_frequency|
h,h,h,h,h,h,h,h,h,h,h,h,|67|Botnet-TCP-HTTP-CC-Custom-Encryption|22|
h,h,h,h,h,h,h,h,h,h,h,h,|67|Normal-TCP-HTTP|28|
h,h,h,h,h,h,h,h,h,h,h,h,|67|Normal-Jist|17|
,h,h,h,h,h,h,h,h,h,h,h,h|67|Botnet-TCP-HTTP-CC-Custom-Encryption|22|
,h,h,h,h,h,h,h,h,h,h,h,h|67|Normal-TCP-HTTP|28|
,h,h,h,h,h,h,h,h,h,h,h,h|67|Normal-Jist|17|
i0i0i0i0i0i0i0i0i0i0i0i0|44|Botnet-TCP-IRC-CC-Not-Encrypted|40|
i0i0i0i0i0i0i0i0i0i0i0i0|44|Normal-TCP-Jabber|4|
0i0i0i0i0i0i0i0i0i0i0i0i|44|Botnet-TCP-IRC-CC-Not-Encrypted|40|
0i0i0i0i0i0i0i0i0i0i0i0i|44|Normal-TCP-Jabber|4|
f+f+f+f+f+f+f+f+f+f+f+f+|14|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|14|
+f+f+f+f+f+f+f+f+f+f+f+f|14|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|14|
u.u.u.u.u.u.U.u.u.u.u.u.|6|Botnet-ICMP|6|
u.U.U.u.u.u.u.u.u.u.u.u.|6|Botnet-ICMP|6|
.u.u.u.u.u.u.U.u.u.u.u.u|6|Botnet-ICMP|6|
.u.U.U.u.u.u.u.u.u.u.u.u|6|Botnet-ICMP|6|
u.u.u.u.u.u.u.u.U.U.u.u.|5|Botnet-ICMP|5|
.u.u.u.u.u.u.u.u.U.U.u.u|5|Botnet-ICMP|5|
u.u.u.u.u.u.u.u.u.u.U.U.|4|Botnet-ICMP|4|
u.u.u.u.u.u.u.u.u.U.u.u.|4|Botnet-ICMP|4|
u.u.u.u.u.u.u.u.u.U.U.u.|4|Botnet-ICMP|4|
u.u.u.u.u.u.u.u.u.D.u.u.|4|Botnet-ICMP|4|
