pattern|total_frequency |label|label_frequency|
,h,h,h,h,h,h,h,h,h,h,h,|71|Botnet-TCP-HTTP-CC-Custom-Encryption|23|
,h,h,h,h,h,h,h,h,h,h,h,|71|Normal-TCP-HTTP|29|
,h,h,h,h,h,h,h,h,h,h,h,|71|Normal-Jist|19|
h,h,h,h,h,h,h,h,h,h,h,h|67|Botnet-TCP-HTTP-CC-Custom-Encryption|22|
h,h,h,h,h,h,h,h,h,h,h,h|67|Normal-TCP-HTTP|28|
h,h,h,h,h,h,h,h,h,h,h,h|67|Normal-Jist|17|
0i0i0i0i0i0i0i0i0i0i0i0|46|Botnet-TCP-IRC-CC-Not-Encrypted|41|
0i0i0i0i0i0i0i0i0i0i0i0|46|Normal-TCP-Jabber|5|
i0i0i0i0i0i0i0i0i0i0i0i|44|Botnet-TCP-IRC-CC-Not-Encrypted|40|
i0i0i0i0i0i0i0i0i0i0i0i|44|Normal-TCP-Jabber|4|
+f+f+f+f+f+f+f+f+f+f+f+|17|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|17|
f+f+f+f+f+f+f+f+f+f+f+f|14|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|14|
.u.U.U.u.u.u.u.u.u.u.u.|8|Botnet-ICMP|8|
.u.u.u.u.u.u.u.u.U.U.u.|7|Botnet-ICMP|7|
.u.u.u.u.u.u.u.u.D.u.u.|7|Botnet-ICMP|7|
.u.u.u.u.u.u.u.U.U.u.u.|7|Botnet-ICMP|7|
.u.u.U.U.u.u.u.u.u.u.u.|7|Botnet-ICMP|7|
.U.U.u.u.u.u.u.u.u.u.u.|7|Botnet-ICMP|7|
u.u.u.u.u.u.U.u.u.u.u.u|6|Botnet-ICMP|6|
u.U.U.u.u.u.u.u.u.u.u.u|6|Botnet-ICMP|6|
.u.u.u.u.u.u.u.u.u.u.u.|6|Botnet-ICMP|6|
.u.u.u.u.u.u.u.u.U.u.u.|6|Botnet-ICMP|6|
.u.u.u.u.u.u.U.u.u.u.u.|6|Botnet-ICMP|6|
.u.u.u.u.u.U.u.u.u.u.u.|6|Botnet-ICMP|6|
.u.U.u.u.u.U.U.u.u.u.u.|6|Botnet-ICMP|6|
.U.u.u.u.U.U.u.u.u.u.u.|6|Botnet-ICMP|6|
u.u.u.u.u.u.u.u.U.U.u.u|5|Botnet-ICMP|5|
.u.u.u.u.u.u.u.u.u.u.U.|5|Botnet-ICMP|5|
.u.u.u.u.u.u.u.u.u.U.u.|5|Botnet-ICMP|5|
.u.u.u.u.u.u.u.u.u.U.U.|5|Botnet-ICMP|5|
.u.u.u.u.u.u.u.D.u.u.u.|5|Botnet-ICMP|5|
.u.u.u.u.u.U.U.u.u.u.u.|5|Botnet-ICMP|5|
.u.u.U.u.u.u.u.u.u.u.u.|5|Botnet-ICMP|5|
.r.r.r.r.r.r.r.r.r.r.r.|5|Botnet-UDP-Attempt|2|
.r.r.r.r.r.r.r.r.r.r.r.|5|Normal-Grill|3|
.U.u.u.u.u.u.u.u.u.u.u.|5|Botnet-ICMP|5|
.U.U.U.u.u.u.U.U.u.u.u.|5|Botnet-ICMP|5|
.U.U.U.u.U.U.u.u.u.u.U.|5|Botnet-ICMP|5|
u.u.u.u.u.u.u.u.u.u.U.U|4|Botnet-ICMP|4|
u.u.u.u.u.u.u.u.u.U.u.u|4|Botnet-ICMP|4|
u.u.u.u.u.u.u.u.u.U.U.u|4|Botnet-ICMP|4|
u.u.u.u.u.u.u.u.u.D.u.u|4|Botnet-ICMP|4|
u.u.u.u.u.u.u.u.D.u.u.u|4|Botnet-ICMP|4|
u.u.u.U.U.u.u.u.u.u.u.u|4|Botnet-ICMP|4|
u.u.U.U.u.u.u.u.u.u.u.u|4|Botnet-ICMP|4|
u.U.U.U.u.u.u.U.U.u.u.u|4|Botnet-ICMP|4|
u.U.U.U.u.u.U.U.u.u.u.u|4|Botnet-ICMP|4|
U.U.u.u.u.u.u.u.u.u.u.u|4|Botnet-ICMP|4|
U.U.U.u.u.u.U.u.u.u.u.u|4|Botnet-ICMP|4|
U.U.U.u.u.u.U.U.u.u.u.u|4|Botnet-ICMP|4|
.u.u.u.u.u.u.u.u.u.D.u.|4|Botnet-ICMP|4|
.u.u.u.u.u.u.u.U.u.u.u.|4|Botnet-ICMP|4|
.u.u.u.u.u.u.U.U.u.u.U.|4|Botnet-ICMP|4|
.u.u.u.u.u.u.U.U.U.U.U.|4|Botnet-ICMP|4|
.u.u.u.u.u.u.D.u.u.u.U.|4|Botnet-ICMP|4|
.u.u.u.u.u.U.U.u.u.U.u.|4|Botnet-ICMP|4|
.u.u.u.u.u.U.U.U.u.U.U.|4|Botnet-ICMP|4|
.u.u.u.u.U.u.u.u.u.u.U.|4|Botnet-ICMP|4|
.u.u.u.u.U.U.D.u.u.u.u.|4|Botnet-ICMP|4|
.u.u.u.U.U.u.u.u.u.u.u.|4|Botnet-ICMP|4|
.u.u.u.D.u.u.u.u.u.u.u.|4|Botnet-ICMP|4|
.u.u.U.U.U.u.u.u.U.U.u.|4|Botnet-ICMP|4|
.u.u.U.U.U.u.U.U.u.u.u.|4|Botnet-ICMP|4|
.u.U.u.U.u.u.u.u.u.D.u.|4|Botnet-ICMP|4|
.u.U.U.U.u.u.u.u.u.u.u.|4|Botnet-ICMP|4|
.u.U.U.U.u.u.u.U.U.u.u.|4|Botnet-ICMP|4|
.u.U.U.U.u.u.U.U.u.u.u.|4|Botnet-ICMP|4|
.U.u.u.u.u.u.u.u.u.u.U.|4|Botnet-ICMP|4|
.U.u.u.u.u.u.u.u.u.D.u.|4|Botnet-ICMP|4|
.U.u.u.u.U.U.u.u.u.u.D.|4|Botnet-ICMP|4|
.U.u.U.u.u.u.u.u.u.u.u.|4|Botnet-ICMP|4|
.U.U.u.u.u.u.u.u.u.U.U.|4|Botnet-ICMP|4|
.U.U.u.u.u.U.u.u.u.u.u.|4|Botnet-ICMP|4|
.U.U.u.u.u.U.U.u.u.u.u.|4|Botnet-ICMP|4|
.U.U.U.u.u.u.U.u.u.u.u.|4|Botnet-ICMP|4|
.U.U.U.u.u.U.U.u.u.u.u.|4|Botnet-ICMP|4|
u.u.u.u.u.u.u.u.u.u.u.U|3|Botnet-ICMP|3|
u.u.u.u.u.u.u.u.U.u.u.u|3|Botnet-ICMP|3|
u.u.u.u.u.u.u.u.U.u.u.U|3|Botnet-ICMP|3|
u.u.u.u.u.u.u.U.u.u.u.u|3|Botnet-ICMP|3|
u.u.u.u.u.u.u.U.U.u.u.u|3|Botnet-ICMP|3|
u.u.u.u.u.u.u.U.U.u.u.U|3|Botnet-ICMP|3|
u.u.u.u.u.u.u.D.u.u.u.U|3|Botnet-ICMP|3|
u.u.u.u.u.u.U.U.u.u.u.u|3|Botnet-ICMP|3|
u.u.u.u.u.U.u.u.u.u.u.U|3|Botnet-ICMP|3|
u.u.u.u.u.U.U.u.u.u.u.U|3|Botnet-ICMP|3|
u.u.u.u.u.U.U.U.u.U.U.u|3|Botnet-ICMP|3|
u.u.u.u.u.U.U.U.U.U.U.u|3|Botnet-ICMP|3|
u.u.u.u.u.U.U.D.u.u.u.u|3|Botnet-ICMP|3|
u.u.u.u.U.u.u.u.u.u.u.u|3|Botnet-ICMP|3|
u.u.u.u.D.u.u.u.u.u.u.u|3|Botnet-ICMP|3|
u.u.u.U.u.u.u.u.u.u.u.u|3|Botnet-ICMP|3|
u.u.u.U.U.u.u.u.u.u.U.U|3|Botnet-ICMP|3|
u.u.U.U.u.U.u.u.u.u.u.u|3|Botnet-ICMP|3|
u.u.U.U.U.u.u.u.U.U.u.u|3|Botnet-ICMP|3|
u.u.U.U.U.u.U.U.u.u.u.u|3|Botnet-ICMP|3|
u.U.u.u.u.U.U.u.u.u.u.u|3|Botnet-ICMP|3|
u.U.u.u.u.U.U.u.u.u.u.D|3|Botnet-ICMP|3|
u.U.U.U.u.U.U.u.u.u.u.U|3|Botnet-ICMP|3|
U.u.u.u.u.u.u.u.u.u.u.u|3|Botnet-ICMP|3|
U.u.u.u.u.u.u.u.u.u.U.u|3|Botnet-ICMP|3|
U.u.u.u.u.u.u.u.u.D.u.u|3|Botnet-ICMP|3|
U.u.u.u.U.u.u.u.u.u.u.U|3|Botnet-ICMP|3|
U.u.u.u.U.U.u.u.u.u.u.u|3|Botnet-ICMP|3|
U.u.u.u.U.U.u.u.u.u.D.u|3|Botnet-ICMP|3|
U.u.U.u.u.u.U.U.u.u.u.u|3|Botnet-ICMP|3|
U.U.u.u.u.U.U.u.u.u.u.u|3|Botnet-ICMP|3|
U.U.U.u.u.U.U.u.u.u.u.u|3|Botnet-ICMP|3|
U.U.U.u.U.U.u.u.u.u.U.u|3|Botnet-ICMP|3|
U.U.U.U.u.u.u.U.U.u.U.u|3|Botnet-ICMP|3|
S.S.S.s.S.S.S.S.s.S.S.S|3|Botnet-TCP-HTTP-Persistent-Down|1|
S.S.S.s.S.S.S.S.s.S.S.S|3|Botnet-TCP-SMTP-Attempt-SPAM|2|
R.r.r.r.r.r.r.r.r.r.r.r|3|Botnet-UDP-Attempt|3|
.u.u.u.u.u.u.u.U.u.u.U.|3|Botnet-ICMP|3|
.u.u.u.u.u.u.u.U.U.u.U.|3|Botnet-ICMP|3|
.u.u.u.u.u.u.u.U.U.U.U.|3|Botnet-ICMP|3|
.u.u.u.u.u.u.U.u.u.U.u.|3|Botnet-ICMP|3|
.u.u.u.u.u.u.U.u.U.U.U.|3|Botnet-ICMP|3|
.u.u.u.u.u.u.U.U.u.u.u.|3|Botnet-ICMP|3|
.u.u.u.u.u.u.U.U.U.u.U.|3|Botnet-ICMP|3|
.u.u.u.u.u.u.D.u.u.u.u.|3|Botnet-ICMP|3|
.u.u.u.u.u.U.u.u.u.u.U.|3|Botnet-ICMP|3|
.u.u.u.u.u.U.U.U.U.U.u.|3|Botnet-ICMP|3|
.u.u.u.u.u.U.U.U.U.U.U.|3|Botnet-ICMP|3|
.u.u.u.u.u.U.U.D.u.u.u.|3|Botnet-ICMP|3|
.u.u.u.u.U.u.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.u.u.u.U.U.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.u.u.u.U.U.u.u.u.u.U.|3|Botnet-ICMP|3|
.u.u.u.u.U.U.u.u.u.U.u.|3|Botnet-ICMP|3|
.u.u.u.u.U.U.u.u.U.U.U.|3|Botnet-ICMP|3|
.u.u.u.u.U.U.U.u.U.U.u.|3|Botnet-ICMP|3|
.u.u.u.u.U.U.U.u.U.U.U.|3|Botnet-ICMP|3|
.u.u.u.u.U.U.U.U.U.u.u.|3|Botnet-ICMP|3|
.u.u.u.u.U.U.U.U.U.U.u.|3|Botnet-ICMP|3|
.u.u.u.u.D.u.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.u.u.u.D.u.u.u.u.U.u.|3|Botnet-ICMP|3|
.u.u.u.u.D.u.u.u.U.U.u.|3|Botnet-ICMP|3|
.u.u.u.U.u.u.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.u.u.U.u.u.u.u.u.u.U.|3|Botnet-ICMP|3|
.u.u.u.U.u.u.u.u.u.U.u.|3|Botnet-ICMP|3|
.u.u.u.U.u.u.u.u.u.U.U.|3|Botnet-ICMP|3|
.u.u.u.U.u.u.U.U.U.u.u.|3|Botnet-ICMP|3|
.u.u.u.U.U.u.u.u.u.u.U.|3|Botnet-ICMP|3|
.u.u.u.U.U.u.u.u.u.D.u.|3|Botnet-ICMP|3|
.u.u.u.U.U.u.U.u.u.u.u.|3|Botnet-ICMP|3|
.u.u.u.U.U.U.u.u.U.U.u.|3|Botnet-ICMP|3|
.u.u.u.U.U.U.u.U.U.u.u.|3|Botnet-ICMP|3|
.u.u.u.D.U.u.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.u.U.u.u.u.u.U.u.u.U.|3|Botnet-ICMP|3|
.u.u.U.u.u.u.U.U.u.u.u.|3|Botnet-ICMP|3|
.u.u.U.u.u.U.u.u.u.u.U.|3|Botnet-ICMP|3|
.u.u.U.u.u.U.U.U.u.u.U.|3|Botnet-ICMP|3|
.u.u.U.U.u.u.u.u.u.U.U.|3|Botnet-ICMP|3|
.u.u.U.U.u.U.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.u.U.U.u.U.U.D.U.U.U.|3|Botnet-ICMP|3|
.u.u.U.U.U.u.u.u.U.u.u.|3|Botnet-ICMP|3|
.u.u.D.u.u.u.U.U.U.u.u.|3|Botnet-ICMP|3|
.u.U.u.u.u.u.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.U.u.u.u.u.u.u.u.u.U.|3|Botnet-ICMP|3|
.u.U.u.u.u.u.u.u.U.U.U.|3|Botnet-ICMP|3|
.u.U.u.u.u.D.u.U.u.u.u.|3|Botnet-ICMP|3|
.u.U.u.u.U.u.u.U.u.u.u.|3|Botnet-ICMP|3|
.u.U.u.u.U.U.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.U.U.u.u.U.U.U.u.u.u.|3|Botnet-ICMP|3|
.u.U.U.u.U.u.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.U.U.u.U.U.u.u.u.u.u.|3|Botnet-ICMP|3|
.u.U.U.U.u.u.u.U.u.u.u.|3|Botnet-ICMP|3|
.u.U.U.U.u.U.U.u.u.u.u.|3|Botnet-ICMP|3|
.u.U.U.U.U.u.u.u.u.u.U.|3|Botnet-ICMP|3|
.u.D.u.u.u.u.u.u.u.u.u.|3|Botnet-ICMP|3|
