pattern|total_frequency |label|label_frequency|
u.u.|1933|Botnet-ICMP|1905|
u.u.|1933|Normal-UDP-DNS|28|
.u.u|1932|Botnet-ICMP|1904|
.u.u|1932|Normal-UDP-DNS|28|
U.U.|1019|Botnet-ICMP|940|
U.U.|1019|Normal-UDP-DNS|79|
.U.U|1019|Botnet-ICMP|940|
.U.U|1019|Normal-UDP-DNS|79|
U.u.|994|Botnet-ICMP|975|
U.u.|994|Normal-UDP-DNS|19|
.U.u|991|Botnet-ICMP|973|
.U.u|991|Normal-UDP-DNS|18|
.u.U|977|Botnet-ICMP|953|
.u.U|977|Normal-UDP-DNS|24|
u.U.|975|Botnet-ICMP|951|
u.U.|975|Normal-UDP-DNS|24|
u.D.|380|Botnet-ICMP|377|
u.D.|380|Normal-UDP-DNS|3|
.u.D|380|Botnet-ICMP|377|
.u.D|380|Normal-UDP-DNS|3|
D.u.|362|Botnet-ICMP|356|
D.u.|362|Normal-UDP-DNS|6|
.D.u|362|Botnet-ICMP|356|
.D.u|362|Normal-UDP-DNS|6|
.S.S|247|Botnet-TCP-HTTP-Persistent-Down|246|
.S.S|247|Normal-UDP-DNS|1|
S.S.|246|Botnet-TCP-HTTP-Persistent-Down|245|
S.S.|246|Normal-UDP-DNS|1|
R.R.|202|Normal-Jist|1|
R.R.|202|Normal-UDP-DNS|201|
.R.R|200|Normal-Jist|1|
.R.R|200|Normal-TCP-HTTP-CVUT-WebServer|2|
.R.R|200|Normal-UDP-DNS|197|
D.U.|183|Botnet-ICMP|176|
D.U.|183|Normal-UDP-DNS|7|
.D.U|183|Botnet-ICMP|176|
.D.U|183|Normal-UDP-DNS|7|
U.D.|159|Botnet-ICMP|156|
U.D.|159|Normal-UDP-DNS|3|
.U.D|159|Botnet-ICMP|156|
.U.D|159|Normal-UDP-DNS|3|
s.S.|143|Botnet-TCP-HTTP-Persistent-Down|143|
.s.S|141|Botnet-TCP-HTTP-Persistent-Down|141|
S.s.|140|Botnet-TCP-HTTP-Persistent-Down|139|
S.s.|140|Normal-UDP-DNS|1|
.S.s|139|Botnet-TCP-HTTP-Persistent-Down|139|
s.s.|136|Botnet-TCP-HTTP-Persistent-Down|136|
.s.s|136|Botnet-TCP-HTTP-Persistent-Down|136|
.r.r|131|Normal-Grill|48|
.r.r|131|Normal-Stribrek|5|
.r.r|131|Normal-UDP-DNS|78|
r.r.|128|Normal-Grill|45|
r.r.|128|Normal-Stribrek|5|
r.r.|128|Normal-UDP-DNS|78|
u.d.|97|Botnet-ICMP|96|
u.d.|97|Normal-UDP-DNS|1|
.u.d|97|Botnet-ICMP|96|
.u.d|97|Normal-UDP-DNS|1|
d.u.|95|Botnet-ICMP|94|
d.u.|95|Normal-UDP-DNS|1|
.d.u|95|Botnet-ICMP|94|
.d.u|95|Normal-UDP-DNS|1|
D.D.|89|Botnet-ICMP|89|
.z.z|89|Botnet-ICMP|88|
.z.z|89|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|1|
.D.D|89|Botnet-ICMP|89|
z.z.|88|Botnet-ICMP|86|
z.z.|88|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|2|
.r.R|69|Normal-Grill|4|
.r.R|69|Normal-UDP-DNS|65|
R.r.|66|Normal-Grill|6|
R.r.|66|Normal-Stribrek|1|
R.r.|66|Normal-UDP-DNS|59|
r.R.|64|Normal-UDP-DNS|64|
U.R.|64|Normal-TCP-HTTP-CVUT-WebServer|3|
U.R.|64|Normal-UDP-DNS|61|
.U.R|64|Normal-UDP-DNS|64|
.R.U|61|Normal-TCP-HTTP-CVUT-WebServer|1|
.R.U|61|Normal-UDP-DNS|60|
Z.z.|60|Botnet-ICMP|59|
Z.z.|60|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|1|
R.U.|60|Normal-UDP-DNS|60|
i0i0|58|Normal-TCP-MSN|1|
i0i0|58|Botnet-TCP-IRC-CC-Not-Encrypted|57|
h,h,|58|Botnet-TCP-HTTP-CC-Custom-Encryption|36|
h,h,|58|Botnet-TCP-CC-Not-Encrypted|21|
h,h,|58|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|1|
0i0i|58|Normal-TCP-MSN|1|
0i0i|58|Botnet-TCP-IRC-CC-Not-Encrypted|57|
.Z.Z|58|Botnet-ICMP|57|
.Z.Z|58|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|1|
,h,h|58|Botnet-TCP-HTTP-CC-Custom-Encryption|36|
,h,h|58|Botnet-TCP-CC-Not-Encrypted|21|
,h,h|58|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|1|
Z.Z.|57|Botnet-ICMP|57|
y,y,|56|Botnet-TCP-HTTP-CC-Custom-Encryption|32|
y,y,|56|Botnet-TCP-Established-AVG|1|
y,y,|56|Botnet-TCP-CC-Not-Encrypted|10|
y,y,|56|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|4|
y,y,|56|Botnet-TCP-HTTPS-Established-Microsoft|4|
y,y,|56|Botnet-TCP-HTTP-Established-SSL|5|
.Z.z|56|Botnet-ICMP|56|
.R.r|56|Normal-UDP-DNS|56|
,y,y|56|Botnet-TCP-HTTP-CC-Custom-Encryption|30|
,y,y|56|Botnet-TCP-Established-AVG|1|
,y,y|56|Botnet-TCP-CC-Not-Encrypted|8|
,y,y|56|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|5|
,y,y|56|Botnet-TCP-HTTPS-Established-Microsoft|5|
,y,y|56|Botnet-TCP-HTTP-Established-SSL|5|
,y,y|56|Botnet-TCP-Established-Custom-Encryption|2|
0000|55|Botnet-TCP-CC-Custom-Encryption|9|
0000|55|Normal-UDP-Matlab-server|46|
.z.Z|53|Botnet-ICMP|52|
.z.Z|53|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|1|
z.Z.|50|Botnet-ICMP|50|
f+f+|50|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|50|
+f+f|50|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|50|
,H,y|37|Botnet-TCP-HTTP-CC-Custom-Encryption|14|
,H,y|37|Botnet-TCP-CC-Not-Encrypted|8|
,H,y|37|Botnet-TCP-Established-Custom-Encryption|2|
,H,y|37|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|8|
,H,y|37|Botnet-TCP-HTTPS-Established-Microsoft|3|
,H,y|37|Botnet-TCP-HTTP-Established-SSL|1|
,H,y|37|Botnet-TCP-HTTP-Established-Microsoft-Live|1|
z,z,|36|Botnet-ICMP|2|
z,z,|36|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|34|
H,H,|36|Botnet-TCP-HTTP-CC-Custom-Encryption|4|
