pattern|total_frequency |label|label_frequency|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|43|Botnet-TCP-HTTP-CC-Custom-Encryption|16|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|43|Normal-TCP-HTTP|22|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|43|Normal-Jist|5|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|39|Botnet-TCP-HTTP-CC-Custom-Encryption|15|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|39|Normal-TCP-HTTP|21|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|39|Normal-Jist|3|
0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0|34|Botnet-TCP-IRC-CC-Not-Encrypted|34|
i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i|33|Botnet-TCP-IRC-CC-Not-Encrypted|33|
0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0|22|Normal-UDP-NTP-server|22|
f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f|21|Normal-UDP-NTP-server|21|
+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+|3|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|3|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y|2|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y|2|Normal-Jist|1|
f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f|2|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|2|
88,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|2|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
88,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|2|Normal-TCP-HTTP|1|
8,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|2|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
8,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|2|Normal-TCP-HTTP|1|
.u.U.U.u.u.D.u.u.u.u.u.u.U.u.u.u.u.u.|2|Botnet-ICMP|2|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y,|2|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y,|2|Normal-Jist|1|
