pattern|total_frequency |label|label_frequency|
.u.u.u.u.|634|Botnet-ICMP|631|
.u.u.u.u.|634|Normal-UDP-DNS|3|
u.u.u.u.u|361|Botnet-ICMP|361|
.U.u.u.u.|311|Botnet-ICMP|310|
.U.u.u.u.|311|Normal-UDP-DNS|1|
.u.u.u.U.|306|Botnet-ICMP|301|
.u.u.u.U.|306|Normal-UDP-DNS|5|
.u.u.U.U.|265|Botnet-ICMP|261|
.u.u.U.U.|265|Normal-UDP-DNS|4|
.U.U.u.u.|259|Botnet-ICMP|257|
.U.U.u.u.|259|Normal-UDP-DNS|2|
.u.u.U.u.|239|Botnet-ICMP|238|
.u.u.U.u.|239|Normal-UDP-DNS|1|
.u.U.u.u.|236|Botnet-ICMP|234|
.u.U.u.u.|236|Normal-UDP-DNS|2|
.u.U.U.u.|236|Botnet-ICMP|234|
.u.U.U.u.|236|Normal-UDP-DNS|2|
.U.U.U.U.|191|Botnet-ICMP|171|
.U.U.U.U.|191|Normal-UDP-DNS|20|
U.u.u.u.u|180|Botnet-ICMP|179|
U.u.u.u.u|180|Normal-UDP-DNS|1|
.U.U.U.u.|172|Botnet-ICMP|170|
.U.U.U.u.|172|Normal-UDP-DNS|2|
u.u.u.u.U|171|Botnet-ICMP|168|
u.u.u.u.U|171|Normal-UDP-DNS|3|
.u.U.U.U.|171|Botnet-ICMP|167|
.u.U.U.U.|171|Normal-UDP-DNS|4|
.U.u.u.U.|171|Botnet-ICMP|170|
.U.u.u.U.|171|Normal-UDP-DNS|1|
U.U.u.u.u|155|Botnet-ICMP|155|
u.u.u.U.U|149|Botnet-ICMP|146|
u.u.u.U.U|149|Normal-UDP-DNS|3|
u.U.U.u.u|137|Botnet-ICMP|136|
u.U.U.u.u|137|Normal-UDP-DNS|1|
.U.U.u.U.|137|Botnet-ICMP|135|
.U.U.u.U.|137|Normal-UDP-DNS|2|
.U.u.U.U.|135|Botnet-ICMP|132|
.U.u.U.U.|135|Normal-UDP-DNS|3|
u.u.U.U.u|133|Botnet-ICMP|132|
u.u.U.U.u|133|Normal-UDP-DNS|1|
u.u.u.U.u|131|Botnet-ICMP|131|
.U.u.U.u.|130|Botnet-ICMP|129|
.U.u.U.u.|130|Normal-UDP-DNS|1|
u.U.u.u.u|129|Botnet-ICMP|128|
u.U.u.u.u|129|Normal-UDP-DNS|1|
u.u.U.u.u|128|Botnet-ICMP|128|
.u.U.u.U.|127|Botnet-ICMP|126|
.u.U.u.U.|127|Normal-UDP-DNS|1|
.u.u.u.D.|124|Botnet-ICMP|124|
.u.u.D.u.|124|Botnet-ICMP|123|
.u.u.D.u.|124|Normal-UDP-DNS|1|
.D.u.u.u.|124|Botnet-ICMP|122|
.D.u.u.u.|124|Normal-UDP-DNS|2|
.u.D.u.u.|123|Botnet-ICMP|122|
.u.D.u.u.|123|Normal-UDP-DNS|1|
u.u.U.U.U|106|Botnet-ICMP|105|
u.u.U.U.U|106|Normal-UDP-DNS|1|
U.u.u.u.U|90|Botnet-ICMP|90|
U.U.U.u.u|90|Botnet-ICMP|90|
.r.r.r.r.|86|Botnet-UDP-Attempt|44|
.r.r.r.r.|86|Normal-Grill|19|
.r.r.r.r.|86|Normal-Stribrek|3|
.r.r.r.r.|86|Normal-UDP-DNS|20|
U.u.u.U.U|85|Botnet-ICMP|84|
U.u.u.U.U|85|Normal-UDP-DNS|1|
u.U.U.U.U|84|Botnet-ICMP|81|
u.U.U.U.U|84|Normal-UDP-DNS|3|
U.U.U.U.U|82|Botnet-ICMP|68|
U.U.U.U.U|82|Normal-UDP-DNS|14|
U.U.U.U.u|80|Botnet-ICMP|80|
D.u.u.u.u|79|Botnet-ICMP|78|
D.u.u.u.u|79|Normal-UDP-DNS|1|
U.u.U.u.u|78|Botnet-ICMP|77|
U.u.U.u.u|78|Normal-UDP-DNS|1|
u.U.u.u.U|77|Botnet-ICMP|77|
U.U.u.u.U|77|Botnet-ICMP|76|
U.U.u.u.U|77|Normal-UDP-DNS|1|
u.u.u.u.D|76|Botnet-ICMP|76|
u.u.D.u.u|76|Botnet-ICMP|75|
u.u.D.u.u|76|Normal-UDP-DNS|1|
U.u.U.U.u|76|Botnet-ICMP|76|
u.u.u.D.u|75|Botnet-ICMP|75|
u.U.U.U.u|73|Botnet-ICMP|73|
,h,h,h,h,|73|Botnet-TCP-HTTP-CC-Custom-Encryption|30|
,h,h,h,h,|73|Botnet-TCP-CC-Not-Encrypted|4|
,h,h,h,h,|73|Normal-Jist|39|
u.u.U.u.U|72|Botnet-ICMP|71|
u.u.U.u.U|72|Normal-UDP-DNS|1|
U.u.u.U.u|72|Botnet-ICMP|72|
u.D.u.u.u|66|Botnet-ICMP|65|
u.D.u.u.u|66|Normal-UDP-DNS|1|
