pattern|total_frequency |label|label_frequency|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|43|Botnet-TCP-HTTP-CC-Custom-Encryption|16|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|43|Normal-TCP-HTTP|22|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|43|Normal-Jist|5|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|43|Botnet-TCP-HTTP-CC-Custom-Encryption|16|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|43|Normal-TCP-HTTP|22|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|43|Normal-Jist|5|
i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0|34|Botnet-TCP-IRC-CC-Not-Encrypted|34|
0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i|34|Botnet-TCP-IRC-CC-Not-Encrypted|34|
f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+|3|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|3|
+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f+f|3|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|3|
u.U.U.u.u.D.u.u.u.u.u.u.U.u.u.u.u.u.|2|Botnet-ICMP|2|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y,|2|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y,|2|Normal-Jist|1|
88,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|2|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
88,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h|2|Normal-TCP-HTTP|1|
8,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|2|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
8,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,|2|Normal-TCP-HTTP|1|
.u.U.U.u.u.D.u.u.u.u.u.u.U.u.u.u.u.u|2|Botnet-ICMP|2|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y|2|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,y|2|Normal-Jist|1|
