pattern|total_frequency |label|label_frequency|
.u.|3442|Botnet-ICMP|3330|
.u.|3442|Normal-UDP-DNS|112|
.U.|2302|Botnet-ICMP|2099|
.U.|2302|Normal-UDP-DNS|203|
u.u|1934|Botnet-ICMP|1906|
u.u|1934|Normal-UDP-DNS|28|
U.U|1028|Botnet-ICMP|940|
U.U|1028|Normal-TCP-HTTP-CVUT-WebServer|2|
U.U|1028|Normal-UDP-DNS|86|
U.u|994|Botnet-ICMP|975|
U.u|994|Normal-UDP-DNS|19|
u.U|978|Botnet-ICMP|954|
u.U|978|Normal-UDP-DNS|24|
.D.|680|Botnet-ICMP|637|
.D.|680|Normal-UDP-DNS|43|
.S.|510|Botnet-TCP-HTTP-Persistent-Down|502|
.S.|510|Normal-UDP-DNS|8|
.R.|419|Normal-Jist|2|
.R.|419|Normal-TCP-HTTP-CVUT-WebServer|3|
.R.|419|Normal-UDP-DNS|414|
.s.|384|Botnet-TCP-HTTP-Persistent-Down|379|
.s.|384|Normal-UDP-DNS|5|
u.D|380|Botnet-ICMP|377|
u.D|380|Normal-UDP-DNS|3|
D.u|362|Botnet-ICMP|356|
D.u|362|Normal-UDP-DNS|6|
.r.|302|Normal-Grill|67|
.r.|302|Normal-Stribrek|8|
.r.|302|Normal-UDP-DNS|227|
S.S|248|Botnet-TCP-HTTP-Persistent-Down|247|
S.S|248|Normal-UDP-DNS|1|
R.R|208|Normal-Grill|1|
R.R|208|Normal-Jist|1|
R.R|208|Normal-TCP-HTTP-CVUT-WebServer|3|
R.R|208|Normal-UDP-DNS|203|
D.U|183|Botnet-ICMP|176|
D.U|183|Normal-UDP-DNS|7|
.z.|177|Botnet-ICMP|167|
.z.|177|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|8|
.z.|177|Botnet-TCP-HTTP-Persistent-Down|2|
.d.|163|Botnet-ICMP|142|
.d.|163|Normal-UDP-DNS|21|
U.D|159|Botnet-ICMP|156|
U.D|159|Normal-UDP-DNS|3|
s.S|143|Botnet-TCP-HTTP-Persistent-Down|143|
r.r|140|Normal-Grill|57|
r.r|140|Normal-Stribrek|5|
r.r|140|Normal-UDP-DNS|78|
S.s|140|Botnet-TCP-HTTP-Persistent-Down|139|
S.s|140|Normal-UDP-DNS|1|
s.s|136|Botnet-TCP-HTTP-Persistent-Down|136|
,y,|129|Botnet-TCP-HTTP-CC-Custom-Encryption|62|
,y,|129|Botnet-TCP-Established-AVG|2|
,y,|129|Botnet-TCP-CC-Not-Encrypted|26|
,y,|129|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|20|
,y,|129|Botnet-TCP-HTTPS-Established-Microsoft|7|
,y,|129|Botnet-TCP-HTTP-Established-Microsoft-Live|1|
,y,|129|Botnet-TCP-HTTP-Established-SSL|8|
,y,|129|Botnet-TCP-Established-Custom-Encryption|3|
,H,|122|Botnet-TCP-HTTP-CC-Custom-Encryption|25|
,H,|122|Botnet-TCP-CC-Not-Encrypted|50|
,H,|122|Botnet-TCP-Established-Custom-Encryption|2|
,H,|122|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|34|
,H,|122|Botnet-TCP-HTTPS-Established-Microsoft|5|
,H,|122|Botnet-TCP-HTTP-Established-SSL|4|
,H,|122|Botnet-TCP-HTTP-Established-Microsoft-Live|2|
.Z.|120|Botnet-TCP-HTTP-Established|1|
.Z.|120|Botnet-UDP-DNS|1|
.Z.|120|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|2|
.Z.|120|Botnet-ICMP|116|
,h,|120|Botnet-TCP-HTTP-CC-Custom-Encryption|53|
,h,|120|Botnet-TCP-CC-Not-Encrypted|51|
,h,|120|Botnet-TCP-HTTP-Established-Microsoft-Live|1|
,h,|120|Botnet-TCP-HTTP-Established-SSL|1|
,h,|120|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|14|
.w.|103|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|2|
.w.|103|Botnet-TCP-HTTP-Persistent-Down|93|
.w.|103|Normal-TCP-HTTP|1|
.w.|103|Normal-UDP-DNS|7|
u.d|97|Botnet-ICMP|96|
u.d|97|Normal-UDP-DNS|1|
d.u|95|Botnet-ICMP|94|
d.u|95|Normal-UDP-DNS|1|
z.z|94|Botnet-ICMP|88|
z.z|94|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|6|
D.D|89|Botnet-ICMP|89|
,z,|88|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
,z,|88|Botnet-ICMP|4|
,z,|88|Botnet-TCP-HTTP-Established-Ad|1|
,z,|88|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|81|
,z,|88|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted-Non-Periodic|1|
.W.|84|Normal-HTTP-windowsupdate|1|
.W.|84|Botnet-TCP-HTTP-Persistent-Down|70|
.W.|84|Normal-TCP-HTTP|1|
.W.|84|Normal-UDP-DNS|12|
,I,|83|Botnet-TCP-HTTP-CC-Custom-Encryption|1|
,I,|83|Botnet-ICMP|1|
,I,|83|Botnet-TCP-HTTP-Established-Binary-Download-Custom-Port|1|
