pattern|total_frequency |label|label_frequency|
u.u.u.|1107|Botnet-ICMP|1097|
u.u.u.|1107|Normal-UDP-DNS|10|
.u.u.u|1106|Botnet-ICMP|1096|
.u.u.u|1106|Normal-UDP-DNS|10|
u.u.U.|551|Botnet-ICMP|544|
u.u.U.|551|Normal-UDP-DNS|7|
.u.u.U|551|Botnet-ICMP|544|
.u.u.U|551|Normal-UDP-DNS|7|
U.u.u.|544|Botnet-ICMP|540|
U.u.u.|544|Normal-UDP-DNS|4|
.U.u.u|544|Botnet-ICMP|540|
.U.u.u|544|Normal-UDP-DNS|4|
U.U.u.|467|Botnet-ICMP|461|
U.U.u.|467|Normal-UDP-DNS|6|
.U.U.u|467|Botnet-ICMP|461|
.U.U.u|467|Normal-UDP-DNS|6|
u.U.U.|454|Botnet-ICMP|442|
u.U.U.|454|Normal-UDP-DNS|12|
.u.U.U|453|Botnet-ICMP|441|
.u.U.U|453|Normal-UDP-DNS|12|
u.U.u.|433|Botnet-ICMP|428|
u.U.u.|433|Normal-UDP-DNS|5|
.u.U.u|433|Botnet-ICMP|428|
.u.U.u|433|Normal-UDP-DNS|5|
U.U.U.|419|Botnet-ICMP|384|
U.U.U.|419|Normal-UDP-DNS|35|
.U.U.U|417|Botnet-ICMP|384|
.U.U.U|417|Normal-UDP-DNS|33|
.U.u.U|294|Botnet-ICMP|288|
.U.u.U|294|Normal-UDP-DNS|6|
U.u.U.|293|Botnet-ICMP|287|
U.u.U.|293|Normal-UDP-DNS|6|
u.D.u.|214|Botnet-ICMP|212|
u.D.u.|214|Normal-UDP-DNS|2|
.u.D.u|214|Botnet-ICMP|212|
.u.D.u|214|Normal-UDP-DNS|2|
u.u.D.|212|Botnet-ICMP|211|
u.u.D.|212|Normal-UDP-DNS|1|
.u.u.D|212|Botnet-ICMP|211|
.u.u.D|212|Normal-UDP-DNS|1|
D.u.u.|210|Botnet-ICMP|208|
D.u.u.|210|Normal-UDP-DNS|2|
.D.u.u|210|Botnet-ICMP|208|
.D.u.u|210|Normal-UDP-DNS|2|
r.r.r.|144|Botnet-UDP-Attempt|74|
r.r.r.|144|Normal-Grill|30|
r.r.r.|144|Normal-Stribrek|4|
r.r.r.|144|Normal-UDP-DNS|36|
.r.r.r|143|Botnet-UDP-Attempt|74|
.r.r.r|143|Normal-Grill|29|
.r.r.r|143|Normal-Stribrek|4|
.r.r.r|143|Normal-UDP-DNS|36|
.S.S.S|126|Botnet-TCP-HTTP-Persistent-Down|126|
S.S.S.|125|Botnet-TCP-HTTP-Persistent-Down|125|
U.u.D.|118|Botnet-ICMP|116|
U.u.D.|118|Normal-UDP-DNS|2|
.U.u.D|117|Botnet-ICMP|116|
.U.u.D|117|Normal-UDP-DNS|1|
u.D.U.|103|Botnet-ICMP|102|
u.D.U.|103|Normal-UDP-DNS|1|
.u.D.U|103|Botnet-ICMP|102|
.u.D.U|103|Normal-UDP-DNS|1|
D.U.U.|98|Botnet-ICMP|93|
D.U.U.|98|Normal-UDP-DNS|5|
.D.U.U|98|Botnet-ICMP|93|
.D.U.U|98|Normal-UDP-DNS|5|
D.u.U.|95|Botnet-ICMP|94|
D.u.U.|95|Normal-UDP-DNS|1|
.D.u.U|95|Botnet-ICMP|94|
.D.u.U|95|Normal-UDP-DNS|1|
R.R.R.|92|Botnet-UDP-Attempt|18|
R.R.R.|92|Normal-UDP-DNS|74|
.R.R.R|90|Botnet-UDP-Attempt|19|
.R.R.R|90|Normal-UDP-DNS|71|
U.D.u.|85|Botnet-ICMP|84|
U.D.u.|85|Normal-UDP-DNS|1|
.U.D.u|85|Botnet-ICMP|84|
.U.D.u|85|Normal-UDP-DNS|1|
U.U.D.|82|Botnet-ICMP|81|
U.U.D.|82|Normal-UDP-DNS|1|
.U.U.D|82|Botnet-ICMP|81|
.U.U.D|82|Normal-UDP-DNS|1|
D.U.u.|74|Botnet-ICMP|74|
.D.U.u|74|Botnet-ICMP|74|
S.S.s.|73|Botnet-TCP-HTTP-Persistent-Down|72|
S.S.s.|73|Botnet-TCP-SMTP-Attempt-SPAM|1|
.S.S.s|72|Botnet-TCP-HTTP-Persistent-Down|71|
.S.S.s|72|Botnet-TCP-SMTP-Attempt-SPAM|1|
u.U.D.|67|Botnet-ICMP|67|
s.S.S.|67|Botnet-TCP-HTTP-Persistent-Down|67|
.u.U.D|67|Botnet-ICMP|67|
.s.S.S|66|Botnet-TCP-HTTP-Persistent-Down|66|
u.d.u.|63|Botnet-ICMP|63|
.u.d.u|63|Botnet-ICMP|63|
S.s.S.|59|Botnet-TCP-HTTP-Persistent-Down|59|
