pattern|total_frequency |label|label_frequency|
.u.u.|1931|Botnet-ICMP|1903|
.u.u.|1931|Normal-UDP-DNS|28|
u.u.u|1107|Botnet-ICMP|1097|
u.u.u|1107|Normal-UDP-DNS|10|
.U.U.|1015|Botnet-ICMP|940|
.U.U.|1015|Normal-UDP-DNS|75|
.U.u.|991|Botnet-ICMP|973|
.U.u.|991|Normal-UDP-DNS|18|
.u.U.|974|Botnet-ICMP|950|
.u.U.|974|Normal-UDP-DNS|24|
u.u.U|552|Botnet-ICMP|545|
u.u.U|552|Normal-UDP-DNS|7|
U.u.u|545|Botnet-ICMP|541|
U.u.u|545|Normal-UDP-DNS|4|
U.U.u|467|Botnet-ICMP|461|
U.U.u|467|Normal-UDP-DNS|6|
u.U.U|454|Botnet-ICMP|442|
u.U.U|454|Normal-UDP-DNS|12|
u.U.u|433|Botnet-ICMP|428|
u.U.u|433|Normal-UDP-DNS|5|
U.U.U|420|Botnet-ICMP|384|
U.U.U|420|Normal-UDP-DNS|36|
.u.D.|380|Botnet-ICMP|377|
.u.D.|380|Normal-UDP-DNS|3|
.D.u.|362|Botnet-ICMP|356|
.D.u.|362|Normal-UDP-DNS|6|
U.u.U|295|Botnet-ICMP|289|
U.u.U|295|Normal-UDP-DNS|6|
.S.S.|246|Botnet-TCP-HTTP-Persistent-Down|244|
.S.S.|246|Normal-UDP-DNS|1|
.S.S.|246|Botnet-TCP-SMTP-Attempt-SPAM|1|
.R.R.|241|Botnet-UDP-Attempt|44|
.R.R.|241|Normal-Jist|1|
.R.R.|241|Normal-UDP-DNS|196|
.r.r.|240|Botnet-UDP-Attempt|117|
.r.r.|240|Normal-Grill|40|
.r.r.|240|Normal-Stribrek|5|
.r.r.|240|Normal-UDP-DNS|78|
u.D.u|214|Botnet-ICMP|212|
u.D.u|214|Normal-UDP-DNS|2|
u.u.D|212|Botnet-ICMP|211|
u.u.D|212|Normal-UDP-DNS|1|
D.u.u|210|Botnet-ICMP|208|
D.u.u|210|Normal-UDP-DNS|2|
.D.U.|183|Botnet-ICMP|176|
.D.U.|183|Normal-UDP-DNS|7|
.U.D.|159|Botnet-ICMP|156|
.U.D.|159|Normal-UDP-DNS|3|
r.r.r|152|Botnet-UDP-Attempt|79|
r.r.r|152|Normal-Grill|33|
r.r.r|152|Normal-Stribrek|4|
r.r.r|152|Normal-UDP-DNS|36|
.s.S.|141|Botnet-TCP-HTTP-Persistent-Down|141|
.S.s.|140|Botnet-TCP-HTTP-Persistent-Down|139|
.S.s.|140|Botnet-TCP-SMTP-Attempt-SPAM|1|
.s.s.|136|Botnet-TCP-HTTP-Persistent-Down|136|
S.S.S|126|Botnet-TCP-HTTP-Persistent-Down|126|
U.u.D|118|Botnet-ICMP|116|
U.u.D|118|Normal-UDP-DNS|2|
.r.R.|105|Botnet-UDP-Attempt|41|
.r.R.|105|Normal-UDP-DNS|64|
u.D.U|103|Botnet-ICMP|102|
u.D.U|103|Normal-UDP-DNS|1|
.R.r.|99|Botnet-UDP-Attempt|43|
.R.r.|99|Normal-UDP-DNS|56|
D.U.U|98|Botnet-ICMP|93|
D.U.U|98|Normal-UDP-DNS|5|
.u.d.|97|Botnet-ICMP|96|
.u.d.|97|Normal-UDP-DNS|1|
R.R.R|96|Botnet-UDP-Attempt|22|
R.R.R|96|Normal-UDP-DNS|74|
D.u.U|95|Botnet-ICMP|94|
D.u.U|95|Normal-UDP-DNS|1|
.d.u.|95|Botnet-ICMP|94|
.d.u.|95|Normal-UDP-DNS|1|
.D.D.|89|Botnet-ICMP|89|
.z.z.|86|Botnet-ICMP|86|
U.D.u|85|Botnet-ICMP|84|
U.D.u|85|Normal-UDP-DNS|1|
U.U.D|82|Botnet-ICMP|81|
U.U.D|82|Normal-UDP-DNS|1|
D.U.u|74|Botnet-ICMP|74|
S.S.s|73|Botnet-TCP-HTTP-Persistent-Down|72|
S.S.s|73|Botnet-TCP-SMTP-Attempt-SPAM|1|
s.S.S|68|Botnet-TCP-HTTP-Persistent-Down|68|
u.U.D|67|Botnet-ICMP|67|
u.d.u|63|Botnet-ICMP|63|
0i0i0|61|Normal-TCP-MSN|1|
0i0i0|61|Botnet-UDP-Established|1|
0i0i0|61|Botnet-TCP-IRC-CC-Not-Encrypted|57|
0i0i0|61|Normal-TCP-Jabber|2|
.R.U.|60|Normal-UDP-DNS|60|
S.s.S|59|Botnet-TCP-HTTP-Persistent-Down|59|
d.u.u|58|Botnet-ICMP|58|
,h,h,|58|Botnet-TCP-HTTP-CC-Custom-Encryption|36|
,h,h,|58|Botnet-TCP-CC-Not-Encrypted|21|
,h,h,|58|Botnet-TCP-SMTP-Not-Encrypted-Private-Proxy|1|
R.R.r|57|Botnet-UDP-Attempt|23|
R.R.r|57|Normal-UDP-DNS|34|
.U.R.|57|Normal-UDP-DNS|57|
.A.r.|57|Botnet-UDP-Attempt|25|
.A.r.|57|Normal-Grill|1|
.A.r.|57|Normal-UDP-DNS|31|
r.R.R|56|Botnet-UDP-Attempt|21|
