pattern|total_frequency |label|label_frequency|
.u.u.u.u.u.u.u.|111|Botnet-ICMP|111|
.U.u.u.u.u.u.u.|59|Botnet-ICMP|59|
,h,h,h,h,h,h,h,|57|Botnet-TCP-HTTP-CC-Custom-Encryption|27|
,h,h,h,h,h,h,h,|57|Normal-Jist|30|
u.u.u.u.u.u.u.u|56|Botnet-ICMP|56|
.u.u.u.u.u.u.U.|54|Botnet-ICMP|54|
h,h,h,h,h,h,h,h|53|Botnet-TCP-HTTP-CC-Custom-Encryption|26|
h,h,h,h,h,h,h,h|53|Normal-Jist|27|
.u.u.u.u.u.U.U.|53|Botnet-ICMP|53|
.U.U.u.u.u.u.u.|51|Botnet-ICMP|51|
0i0i0i0i0i0i0i0|47|Botnet-TCP-IRC-CC-Not-Encrypted|47|
.u.U.U.u.u.u.u.|47|Botnet-ICMP|47|
i0i0i0i0i0i0i0i|45|Botnet-TCP-IRC-CC-Not-Encrypted|45|
.u.U.u.u.u.u.u.|45|Botnet-ICMP|45|
.u.u.U.u.u.u.u.|44|Botnet-ICMP|44|
.u.u.u.U.U.u.u.|43|Botnet-ICMP|43|
.u.u.U.U.u.u.u.|43|Botnet-ICMP|43|
.u.u.u.u.u.U.u.|39|Botnet-ICMP|39|
.u.u.u.u.U.u.u.|39|Botnet-ICMP|39|
U.u.u.u.u.u.u.u|38|Botnet-ICMP|38|
.u.u.u.u.U.U.u.|37|Botnet-ICMP|37|
.u.u.u.u.U.U.U.|36|Botnet-ICMP|36|
u.u.u.u.u.u.u.U|35|Botnet-ICMP|35|
.u.u.u.U.u.u.u.|35|Botnet-ICMP|35|
.U.u.u.u.u.u.U.|32|Botnet-ICMP|32|
.u.u.u.u.D.u.u.|31|Botnet-ICMP|31|
U.U.u.u.u.u.u.u|30|Botnet-ICMP|30|
.u.u.U.U.U.u.u.|29|Botnet-ICMP|29|
.r.r.r.r.r.r.r.|29|Botnet-UDP-Attempt|16|
.r.r.r.r.r.r.r.|29|Normal-Grill|10|
.r.r.r.r.r.r.r.|29|Normal-UDP-DNS|3|
.U.u.U.u.u.u.u.|29|Botnet-ICMP|28|
.U.u.U.u.u.u.u.|29|Normal-UDP-DNS|1|
.U.U.U.U.u.u.u.|29|Botnet-ICMP|29|
+f+f+f+f+f+f+f+|29|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|29|
u.u.u.u.u.u.U.U|28|Botnet-ICMP|28|
.U.u.u.u.U.U.u.|28|Botnet-ICMP|28|
.U.u.U.U.u.u.u.|28|Botnet-ICMP|28|
.U.U.U.u.u.u.u.|28|Botnet-ICMP|28|
u.u.U.U.u.u.u.u|27|Botnet-ICMP|27|
u.U.U.u.u.u.u.u|27|Botnet-ICMP|27|
.u.u.u.u.u.D.u.|27|Botnet-ICMP|27|
.u.u.u.U.U.U.u.|27|Botnet-ICMP|27|
.u.u.u.U.U.U.U.|27|Botnet-ICMP|26|
.u.u.u.U.U.U.U.|27|Normal-UDP-DNS|1|
u.u.U.u.u.u.u.u|26|Botnet-ICMP|26|
f+f+f+f+f+f+f+f|26|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|26|
.U.u.u.U.U.u.u.|26|Botnet-ICMP|26|
.D.u.u.u.u.u.u.|26|Botnet-ICMP|26|
u.u.u.u.u.U.U.u|25|Botnet-ICMP|25|
u.u.u.U.U.u.u.u|25|Botnet-ICMP|25|
.u.u.u.U.u.u.U.|25|Botnet-ICMP|25|
.U.u.u.U.u.u.u.|25|Botnet-ICMP|25|
u.u.u.U.u.u.u.u|24|Botnet-ICMP|24|
.u.U.u.U.u.u.u.|24|Botnet-ICMP|24|
.u.D.u.u.u.u.u.|24|Botnet-ICMP|24|
u.u.u.u.u.u.U.u|23|Botnet-ICMP|23|
u.U.u.u.u.u.u.u|23|Botnet-ICMP|23|
r.r.r.r.r.r.r.r|23|Botnet-UDP-Attempt|13|
r.r.r.r.r.r.r.r|23|Normal-Grill|9|
r.r.r.r.r.r.r.r|23|Normal-UDP-DNS|1|
.u.u.u.D.u.u.u.|23|Botnet-ICMP|23|
.U.u.u.u.u.U.u.|23|Botnet-ICMP|23|
.U.U.u.u.U.U.u.|23|Botnet-ICMP|22|
.U.U.u.u.U.U.u.|23|Normal-UDP-DNS|1|
.U.U.u.U.U.u.u.|23|Botnet-ICMP|23|
u.u.u.u.U.U.u.u|22|Botnet-ICMP|22|
.u.u.u.u.u.u.D.|22|Botnet-ICMP|22|
.u.u.u.u.U.u.U.|22|Botnet-ICMP|22|
.u.u.U.u.U.u.u.|22|Botnet-ICMP|22|
.u.U.U.u.u.u.U.|22|Botnet-ICMP|22|
.u.U.U.U.u.u.u.|22|Botnet-ICMP|22|
.U.U.u.u.u.U.U.|22|Botnet-ICMP|22|
.U.U.U.u.u.u.U.|22|Botnet-ICMP|22|
.U.U.U.U.U.u.u.|22|Botnet-ICMP|22|
u.u.u.u.u.U.u.u|21|Botnet-ICMP|21|
u.u.u.u.u.U.U.U|21|Botnet-ICMP|21|
.u.u.D.u.u.u.u.|21|Botnet-ICMP|21|
.u.U.u.u.u.u.U.|21|Botnet-ICMP|20|
.u.U.u.u.u.u.U.|21|Normal-UDP-DNS|1|
.u.U.u.u.U.u.u.|21|Botnet-ICMP|21|
.u.U.U.u.U.u.u.|21|Botnet-ICMP|21|
.U.U.u.u.u.U.u.|21|Botnet-ICMP|21|
.u.u.u.U.U.u.U.|20|Botnet-ICMP|20|
.u.u.U.u.u.U.u.|20|Botnet-ICMP|20|
.u.u.U.U.u.u.U.|20|Botnet-ICMP|20|
.u.u.U.U.u.U.u.|20|Botnet-ICMP|20|
.u.U.U.U.U.u.u.|20|Botnet-ICMP|20|
.U.U.u.u.u.u.U.|20|Botnet-ICMP|20|
.U.U.U.u.u.U.U.|20|Botnet-ICMP|20|
u.u.u.u.U.u.u.u|19|Botnet-ICMP|19|
u.u.u.u.D.u.u.u|19|Botnet-ICMP|19|
U.u.U.u.u.u.u.u|19|Botnet-ICMP|19|
.u.u.U.u.u.U.U.|19|Botnet-ICMP|19|
.u.u.U.U.U.U.u.|19|Botnet-ICMP|19|
.U.u.u.u.u.U.U.|19|Botnet-ICMP|18|
.U.u.u.u.u.U.U.|19|Normal-UDP-DNS|1|
u.u.u.u.u.D.u.u|18|Botnet-ICMP|18|
U.U.U.U.u.u.u.u|18|Botnet-ICMP|18|
.u.u.u.U.u.U.u.|18|Botnet-ICMP|18|
.u.u.u.U.u.U.U.|18|Botnet-ICMP|18|
.u.u.U.U.U.u.U.|18|Botnet-ICMP|18|
.U.u.u.U.U.U.u.|18|Botnet-ICMP|18|
.U.U.U.u.U.U.u.|18|Botnet-ICMP|18|
.S.S.S.S.S.S.S.|18|Botnet-TCP-HTTP-Persistent-Down|14|
.S.S.S.S.S.S.S.|18|Botnet-TCP-SMTP-Attempt-SPAM|4|
u.u.u.u.U.U.U.U|17|Botnet-ICMP|17|
U.u.u.u.u.u.U.U|17|Botnet-ICMP|17|
U.U.U.u.u.u.u.u|17|Botnet-ICMP|17|
.u.u.U.u.u.u.U.|17|Botnet-ICMP|17|
.u.u.U.u.U.U.u.|17|Botnet-ICMP|17|
.u.U.u.u.u.U.U.|17|Botnet-ICMP|17|
.u.U.u.U.U.u.u.|17|Botnet-ICMP|17|
.u.U.U.u.u.U.U.|17|Botnet-ICMP|16|
.u.U.U.u.u.U.U.|17|Normal-UDP-DNS|1|
.u.U.U.u.U.U.u.|17|Botnet-ICMP|17|
.u.U.U.U.U.U.u.|17|Botnet-ICMP|17|
.U.u.u.u.U.u.u.|17|Botnet-ICMP|17|
.U.U.u.u.U.U.U.|17|Botnet-ICMP|17|
u.u.u.u.U.u.u.U|16|Botnet-ICMP|16|
u.u.u.u.U.U.U.u|16|Botnet-ICMP|16|
u.u.U.U.U.u.u.u|16|Botnet-ICMP|16|
u.U.U.U.U.u.u.u|16|Botnet-ICMP|16|
U.u.u.u.U.U.u.u|16|Botnet-ICMP|16|
U.U.u.U.U.u.u.u|16|Botnet-ICMP|16|
