pattern|total_frequency |label|label_frequency|
u.u.u.u.|635|Botnet-ICMP|632|
u.u.u.u.|635|Normal-UDP-DNS|3|
.u.u.u.u|634|Botnet-ICMP|631|
.u.u.u.u|634|Normal-UDP-DNS|3|
U.u.u.u.|312|Botnet-ICMP|311|
U.u.u.u.|312|Normal-UDP-DNS|1|
.U.u.u.u|311|Botnet-ICMP|310|
.U.u.u.u|311|Normal-UDP-DNS|1|
u.u.u.U.|306|Botnet-ICMP|301|
u.u.u.U.|306|Normal-UDP-DNS|5|
.u.u.u.U|306|Botnet-ICMP|301|
.u.u.u.U|306|Normal-UDP-DNS|5|
u.u.U.U.|265|Botnet-ICMP|261|
u.u.U.U.|265|Normal-UDP-DNS|4|
.u.u.U.U|265|Botnet-ICMP|261|
.u.u.U.U|265|Normal-UDP-DNS|4|
U.U.u.u.|259|Botnet-ICMP|257|
U.U.u.u.|259|Normal-UDP-DNS|2|
.U.U.u.u|259|Botnet-ICMP|257|
.U.U.u.u|259|Normal-UDP-DNS|2|
u.u.U.u.|239|Botnet-ICMP|238|
u.u.U.u.|239|Normal-UDP-DNS|1|
.u.u.U.u|239|Botnet-ICMP|238|
.u.u.U.u|239|Normal-UDP-DNS|1|
u.U.u.u.|236|Botnet-ICMP|234|
u.U.u.u.|236|Normal-UDP-DNS|2|
u.U.U.u.|236|Botnet-ICMP|234|
u.U.U.u.|236|Normal-UDP-DNS|2|
.u.U.u.u|236|Botnet-ICMP|234|
.u.U.u.u|236|Normal-UDP-DNS|2|
.u.U.U.u|236|Botnet-ICMP|234|
.u.U.U.u|236|Normal-UDP-DNS|2|
U.U.U.U.|191|Botnet-ICMP|171|
U.U.U.U.|191|Normal-UDP-DNS|20|
.U.U.U.U|191|Botnet-ICMP|171|
.U.U.U.U|191|Normal-UDP-DNS|20|
u.U.U.U.|172|Botnet-ICMP|168|
u.U.U.U.|172|Normal-UDP-DNS|4|
U.U.U.u.|172|Botnet-ICMP|170|
U.U.U.u.|172|Normal-UDP-DNS|2|
.U.U.U.u|172|Botnet-ICMP|170|
.U.U.U.u|172|Normal-UDP-DNS|2|
U.u.u.U.|171|Botnet-ICMP|170|
U.u.u.U.|171|Normal-UDP-DNS|1|
.u.U.U.U|171|Botnet-ICMP|167|
.u.U.U.U|171|Normal-UDP-DNS|4|
.U.u.u.U|171|Botnet-ICMP|170|
.U.u.u.U|171|Normal-UDP-DNS|1|
U.U.u.U.|137|Botnet-ICMP|135|
U.U.u.U.|137|Normal-UDP-DNS|2|
.U.U.u.U|137|Botnet-ICMP|135|
.U.U.u.U|137|Normal-UDP-DNS|2|
U.u.U.U.|135|Botnet-ICMP|132|
U.u.U.U.|135|Normal-UDP-DNS|3|
.U.u.U.U|135|Botnet-ICMP|132|
.U.u.U.U|135|Normal-UDP-DNS|3|
U.u.U.u.|130|Botnet-ICMP|129|
U.u.U.u.|130|Normal-UDP-DNS|1|
.U.u.U.u|130|Botnet-ICMP|129|
.U.u.U.u|130|Normal-UDP-DNS|1|
.u.U.u.U|128|Botnet-ICMP|127|
.u.U.u.U|128|Normal-UDP-DNS|1|
u.U.u.U.|127|Botnet-ICMP|126|
u.U.u.U.|127|Normal-UDP-DNS|1|
u.u.u.D.|124|Botnet-ICMP|124|
u.u.D.u.|124|Botnet-ICMP|123|
u.u.D.u.|124|Normal-UDP-DNS|1|
D.u.u.u.|124|Botnet-ICMP|122|
D.u.u.u.|124|Normal-UDP-DNS|2|
.u.u.u.D|124|Botnet-ICMP|124|
.u.u.D.u|124|Botnet-ICMP|123|
.u.u.D.u|124|Normal-UDP-DNS|1|
.D.u.u.u|124|Botnet-ICMP|122|
.D.u.u.u|124|Normal-UDP-DNS|2|
u.D.u.u.|123|Botnet-ICMP|122|
u.D.u.u.|123|Normal-UDP-DNS|1|
.u.D.u.u|123|Botnet-ICMP|122|
.u.D.u.u|123|Normal-UDP-DNS|1|
r.r.r.r.|92|Botnet-UDP-Attempt|46|
r.r.r.r.|92|Normal-Grill|23|
r.r.r.r.|92|Normal-Stribrek|3|
r.r.r.r.|92|Normal-UDP-DNS|20|
.r.r.r.r|90|Botnet-UDP-Attempt|47|
.r.r.r.r|90|Normal-Grill|20|
.r.r.r.r|90|Normal-Stribrek|3|
.r.r.r.r|90|Normal-UDP-DNS|20|
U.u.D.u.|66|Botnet-ICMP|65|
U.u.D.u.|66|Normal-UDP-DNS|1|
.U.u.D.u|66|Botnet-ICMP|65|
.U.u.D.u|66|Normal-UDP-DNS|1|
S.S.S.S.|61|Botnet-TCP-HTTP-Persistent-Down|61|
.S.S.S.S|61|Botnet-TCP-HTTP-Persistent-Down|61|
u.D.u.U.|59|Botnet-ICMP|59|
.u.D.u.U|59|Botnet-ICMP|59|
U.U.u.D.|57|Botnet-ICMP|57|
D.u.u.U.|57|Botnet-ICMP|57|
.U.U.u.D|57|Botnet-ICMP|57|
.D.u.u.U|57|Botnet-ICMP|57|
u.U.u.D.|55|Botnet-ICMP|55|
.u.U.u.D|55|Botnet-ICMP|55|
u.u.D.U.|54|Botnet-ICMP|54|
u.D.U.U.|54|Botnet-ICMP|53|
u.D.U.U.|54|Normal-UDP-DNS|1|
U.D.u.u.|54|Botnet-ICMP|54|
.u.u.D.U|54|Botnet-ICMP|54|
.u.D.U.U|54|Botnet-ICMP|53|
.u.D.U.U|54|Normal-UDP-DNS|1|
.U.D.u.u|54|Botnet-ICMP|54|
i0i0i0i0|53|Botnet-TCP-IRC-CC-Not-Encrypted|53|
U.u.u.D.|53|Botnet-ICMP|53|
0i0i0i0i|53|Botnet-TCP-IRC-CC-Not-Encrypted|53|
.U.u.u.D|53|Botnet-ICMP|53|
D.U.U.u.|50|Botnet-ICMP|49|
D.U.U.u.|50|Normal-UDP-DNS|1|
.D.U.U.u|50|Botnet-ICMP|49|
.D.U.U.u|50|Normal-UDP-DNS|1|
U.U.D.u.|47|Botnet-ICMP|46|
U.U.D.u.|47|Normal-UDP-DNS|1|
D.u.U.u.|47|Botnet-ICMP|46|
D.u.U.u.|47|Normal-UDP-DNS|1|
.U.U.D.u|47|Botnet-ICMP|46|
.U.U.D.u|47|Normal-UDP-DNS|1|
.D.u.U.u|47|Botnet-ICMP|46|
.D.u.U.u|47|Normal-UDP-DNS|1|
u.D.U.u.|42|Botnet-ICMP|42|
R.R.R.R.|42|Botnet-UDP-Attempt|8|
R.R.R.R.|42|Normal-UDP-DNS|34|
.u.D.U.u|42|Botnet-ICMP|42|
.R.R.R.R|42|Botnet-UDP-Attempt|9|
.R.R.R.R|42|Normal-UDP-DNS|33|
.D.U.u.u|42|Botnet-ICMP|42|
u.u.U.D.|41|Botnet-ICMP|41|
D.U.u.u.|41|Botnet-ICMP|41|
.u.u.U.D|41|Botnet-ICMP|41|
u.u.u.d.|40|Botnet-ICMP|40|
u.d.u.u.|40|Botnet-ICMP|40|
D.u.U.U.|40|Botnet-ICMP|40|
.u.u.u.d|40|Botnet-ICMP|40|
.u.d.u.u|40|Botnet-ICMP|40|
.D.u.U.U|40|Botnet-ICMP|40|
f+f+f+f+|39|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|39|
00000000|39|Botnet-TCP-CC-Custom-Encryption|5|
00000000|39|Normal-UDP-Matlab-server|34|
+f+f+f+f|39|Botnet-TCP-HTTP-CC-Custom-Port-Not-Encrypted|39|
S.S.S.s.|38|Botnet-TCP-HTTP-Persistent-Down|38|
.s.S.S.S|38|Botnet-TCP-HTTP-Persistent-Down|38|
.S.S.S.s|38|Botnet-TCP-HTTP-Persistent-Down|38|
s.S.S.S.|37|Botnet-TCP-HTTP-Persistent-Down|37|
u.U.U.D.|36|Botnet-ICMP|36|
.u.U.U.D|36|Botnet-ICMP|36|
u.U.D.u.|35|Botnet-ICMP|35|
U.U.U.D.|35|Botnet-ICMP|35|
.u.U.D.u|35|Botnet-ICMP|35|
.U.U.U.D|35|Botnet-ICMP|35|
h,h,h,h,|34|Botnet-TCP-HTTP-CC-Custom-Encryption|30|
h,h,h,h,|34|Botnet-TCP-CC-Not-Encrypted|4|
S.S.s.S.|34|Botnet-TCP-HTTP-Persistent-Down|34|
D.U.U.U.|34|Botnet-ICMP|34|
.S.S.s.S|34|Botnet-TCP-HTTP-Persistent-Down|34|
.D.U.U.U|34|Botnet-ICMP|34|
,h,h,h,h|34|Botnet-TCP-HTTP-CC-Custom-Encryption|30|
,h,h,h,h|34|Botnet-TCP-CC-Not-Encrypted|4|
U.u.D.U.|33|Botnet-ICMP|32|
U.u.D.U.|33|Normal-UDP-DNS|1|
u.u.d.u.|32|Botnet-ICMP|32|
.u.u.d.u|32|Botnet-ICMP|32|
.U.u.D.U|32|Botnet-ICMP|32|
.S.s.S.S|32|Botnet-TCP-HTTP-Persistent-Down|32|
u.D.D.u.|31|Botnet-ICMP|31|
d.u.u.u.|31|Botnet-ICMP|31|
S.s.S.S.|31|Botnet-TCP-HTTP-Persistent-Down|31|
.u.D.D.u|31|Botnet-ICMP|31|
.d.u.u.u|31|Botnet-ICMP|31|
U.D.U.U.|29|Botnet-ICMP|29|
.U.D.U.U|29|Botnet-ICMP|29|
D.D.u.u.|28|Botnet-ICMP|28|
.D.D.u.u|28|Botnet-ICMP|28|
u.u.D.D.|27|Botnet-ICMP|27|
.u.u.D.D|27|Botnet-ICMP|27|
U.U.D.U.|26|Botnet-ICMP|26|
.U.U.D.U|26|Botnet-ICMP|26|
u.U.D.U.|25|Botnet-ICMP|25|
U.D.U.u.|25|Botnet-ICMP|25|
S.S.s.s.|25|Botnet-TCP-HTTP-Persistent-Down|25|
D.u.u.D.|25|Botnet-ICMP|25|
.u.U.D.U|25|Botnet-ICMP|25|
.U.D.U.u|25|Botnet-ICMP|25|
.D.u.u.D|25|Botnet-ICMP|25|
R.R.r.r.|24|Botnet-UDP-Attempt|15|
R.R.r.r.|24|Normal-UDP-DNS|9|
.S.S.s.s|24|Botnet-TCP-HTTP-Persistent-Down|24|
u.D.u.D.|23|Botnet-ICMP|23|
D.U.u.U.|23|Botnet-ICMP|23|
.u.D.u.D|23|Botnet-ICMP|23|
.D.U.u.U|23|Botnet-ICMP|23|
s.s.s.s.|22|Botnet-TCP-HTTP-Persistent-Down|22|
r.R.R.R.|22|Botnet-UDP-Attempt|5|
r.R.R.R.|22|Normal-UDP-DNS|17|
R.r.r.r.|22|Botnet-UDP-Attempt|16|
R.r.r.r.|22|Normal-Grill|1|
R.r.r.r.|22|Normal-UDP-DNS|5|
.s.s.s.s|22|Botnet-TCP-HTTP-Persistent-Down|22|
.r.r.R.R|22|Botnet-UDP-Attempt|13|
.r.r.R.R|22|Normal-UDP-DNS|9|
.r.R.R.R|22|Botnet-UDP-Attempt|5|
.r.R.R.R|22|Normal-UDP-DNS|17|
.R.R.r.r|21|Botnet-UDP-Attempt|12|
.R.R.r.r|21|Normal-UDP-DNS|9|
s.S.S.s.|20|Botnet-TCP-HTTP-Persistent-Down|20|
.r.r.r.R|20|Botnet-UDP-Attempt|14|
.r.r.r.R|20|Normal-Grill|1|
.r.r.r.R|20|Normal-UDP-DNS|5|
z.z.z.z.|19|Botnet-ICMP|19|
s.s.S.S.|19|Botnet-TCP-HTTP-Persistent-Down|19|
r.r.R.R.|19|Botnet-UDP-Attempt|10|
r.r.R.R.|19|Normal-UDP-DNS|9|
S.s.s.S.|19|Botnet-TCP-HTTP-Persistent-Down|19|
D.u.D.u.|19|Botnet-ICMP|19|
.z.z.z.z|19|Botnet-ICMP|19|
.s.s.S.S|19|Botnet-TCP-HTTP-Persistent-Down|19|
.s.S.S.s|19|Botnet-TCP-HTTP-Persistent-Down|19|
